日期,本益比,殖利率(%),股價淨值比,股利年度,財報年/季
106年01月11日,19.39,3.29,4.9,,
106年01月12日,19.5,3.27,4.93,,
106年01月13日,19.5,3.27,4.93,,
106年01月16日,19.29,3.31,4.87,,
106年01月17日,19.5,3.27,4.93,,
106年01月18日,19.26,3.31,4.87,,
106年01月19日,19.13,3.33,4.83,,
106年01月20日,18.92,3.37,4.78,,
106年01月23日,18.97,3.36,4.79,,
106年01月24日,19.02,3.35,4.8,,
106年02月02日,18.49,3.45,4.67,,
106年02月03日,18.73,3.4,4.73,,
106年02月06日,18.54,3.44,4.68,,
106年02月07日,18.81,3.39,4.75,,
106年02月08日,18.7,3.41,4.72,,
106年02月09日,18.78,3.39,4.74,,
106年02月10日,18.89,3.38,4.77,,
106年02月13日,19.02,3.35,4.8,,
106年02月14日,19.13,3.33,4.83,,
106年02月15日,19.21,3.32,4.85,,
106年02月16日,19.26,3.31,4.87,,
106年02月17日,18.89,3.38,4.77,,
106年02月18日,19.05,3.35,4.81,,
106年02月20日,18.73,3.4,4.73,,
106年02月21日,18.92,3.37,4.78,,
106年02月22日,18.76,3.4,4.74,,
106年02月23日,18.76,3.4,4.74,,
106年02月24日,18.68,3.41,4.72,,
106年03月01日,18.54,3.44,4.68,,
106年03月02日,18.68,3.41,4.72,,
106年03月03日,18.6,3.43,4.7,,
106年03月06日,18.6,3.43,4.7,,
106年03月07日,18.62,3.42,4.7,,
106年03月08日,18.44,3.46,4.66,,
106年03月09日,18.17,3.51,4.59,,
106年03月10日,18.01,3.54,4.55,,
106年03月13日,18.28,3.49,4.62,,
106年03月14日,18.36,3.47,4.64,,
106年03月15日,18.28,3.49,4.62,,
106年03月16日,18.49,3.45,4.67,,
106年03月17日,18.6,3.43,4.7,,
106年03月20日,18.52,3.44,4.68,,
106年03月21日,18.86,3.38,4.76,,
106年03月22日,18.68,3.41,4.72,,
106年03月23日,18.65,3.42,4.71,,
106年03月24日,18.86,3.38,4.76,,
106年03月27日,19.0,3.36,4.8,,
106年03月28日,19.16,3.33,4.84,,
106年03月29日,18.23,3.35,4.54,,
106年03月30日,18.06,3.38,4.5,,
106年03月31日,18.08,3.38,4.5,,
106年04月05日,18.31,3.33,4.56,,
106年04月06日,18.16,3.36,4.52,,
106年04月07日,18.11,3.37,4.51,,
106年04月10日,18.13,3.37,4.52,,
106年04月11日,17.96,3.4,4.47,,
106年04月12日,18.08,3.38,4.5,105.0,105/4
106年04月13日,17.98,3.39,4.48,105.0,105/4
106年04月14日,17.78,3.43,4.43,105.0,105/4
106年04月17日,17.8,3.43,4.43,105.0,105/4
106年04月18日,17.96,3.4,4.47,105.0,105/4
106年04月19日,17.4,3.51,4.33,105.0,105/4
106年04月20日,17.37,3.51,4.33,105.0,105/4
106年04月21日,17.55,3.48,4.37,105.0,105/4
106年04月24日,17.62,3.46,4.39,105.0,105/4
106年04月25日,17.75,3.44,4.42,105.0,105/4
106年04月26日,17.75,3.44,4.42,105.0,105/4
106年04月27日,17.57,3.47,4.38,105.0,105/4
106年04月28日,17.68,3.45,4.4,105.0,105/4
106年05月02日,17.8,3.43,4.43,105.0,105/4
106年05月03日,17.8,3.43,4.43,105.0,105/4
106年05月04日,17.8,3.43,4.43,105.0,105/4
106年05月05日,17.78,3.43,4.43,105.0,105/4
106年05月08日,17.75,3.44,4.42,105.0,105/4
106年05月09日,17.78,3.43,4.43,105.0,105/4
106年05月10日,17.8,3.43,4.43,105.0,105/4
106年05月11日,17.83,3.42,4.44,105.0,105/4
106年05月12日,16.97,3.45,4.13,105.0,106/1
106年05月15日,16.99,3.44,4.13,105.0,106/1
106年05月16日,18.04,3.24,4.39,105.0,106/1
106年05月17日,17.97,3.26,4.37,105.0,106/1
106年05月18日,17.97,3.26,4.37,105.0,106/1
106年05月19日,17.89,3.27,4.35,105.0,106/1
106年05月22日,17.97,3.26,4.37,105.0,106/1
106年05月23日,17.84,3.28,4.34,105.0,106/1
106年05月24日,18.5,3.16,4.5,105.0,106/1
106年05月25日,18.72,3.13,4.55,105.0,106/1
106年05月26日,18.94,3.09,4.61,105.0,106/1
106年05月31日,19.23,3.04,4.68,105.0,106/1
106年06月01日,19.09,3.07,4.64,105.0,106/1
106年06月02日,19.36,3.02,4.71,105.0,106/1
106年06月03日,18.75,3.12,4.56,105.0,106/1
106年06月05日,19.02,3.08,4.63,105.0,106/1
106年06月06日,18.84,3.1,4.58,105.0,106/1
106年06月07日,19.11,3.06,4.65,105.0,106/1
106年06月08日,19.16,3.05,4.66,105.0,106/1
106年06月09日,18.87,3.1,4.59,105.0,106/1
106年06月12日,18.11,3.23,4.41,105.0,106/1
106年06月13日,18.5,3.16,4.5,105.0,106/1
106年06月14日,18.63,3.14,4.53,105.0,106/1
106年06月15日,18.45,3.17,4.49,105.0,106/1
106年06月16日,18.38,3.18,4.47,105.0,106/1
106年06月19日,18.43,3.17,4.48,105.0,106/1
106年06月20日,18.14,3.23,4.41,105.0,106/1
106年06月21日,18.28,3.2,4.45,105.0,106/1
106年06月22日,18.38,3.18,4.47,105.0,106/1
106年06月23日,18.33,3.19,4.46,105.0,106/1
106年06月26日,19.02,3.08,4.63,105.0,106/1
106年06月27日,18.89,3.1,4.6,105.0,106/1
106年06月28日,18.67,3.13,4.54,105.0,106/1
106年06月29日,18.53,3.16,4.51,105.0,106/1
106年06月30日,18.58,3.15,4.52,105.0,106/1
106年07月03日,18.77,3.12,4.57,105.0,106/1
106年07月04日,18.38,3.18,4.47,105.0,106/1
106年07月05日,18.67,3.13,4.54,105.0,106/1
106年07月06日,18.5,3.16,4.5,105.0,106/1
106年07月07日,18.04,3.24,4.39,105.0,106/1
106年07月10日,18.11,3.23,4.41,105.0,106/1
106年07月11日,18.5,3.16,4.5,105.0,106/1
106年07月12日,18.26,3.2,4.44,105.0,106/1
106年07月13日,18.24,3.21,4.44,105.0,106/1
106年07月14日,18.33,3.19,4.46,105.0,106/1
106年07月17日,18.58,3.15,4.52,105.0,106/1
106年07月18日,17.99,3.25,4.38,105.0,106/1
106年07月19日,18.06,3.24,4.39,105.0,106/1
106年07月20日,18.02,3.25,4.38,105.0,106/1
106年07月21日,17.84,3.28,4.34,105.0,106/1
106年07月24日,17.99,3.25,4.38,105.0,106/1
106年07月25日,17.84,3.28,4.34,105.0,106/1
106年07月26日,17.6,3.32,4.28,105.0,106/1
106年07月27日,17.92,3.27,4.36,105.0,106/1
106年07月28日,17.84,3.28,4.34,105.0,106/1
106年07月31日,17.89,3.27,4.35,105.0,106/1
106年08月01日,18.02,3.25,4.38,105.0,106/1
106年08月02日,18.04,3.24,4.39,105.0,106/1
106年08月03日,17.94,3.26,4.36,105.0,106/1
106年08月04日,17.94,3.26,4.36,105.0,106/1
106年08月07日,17.89,3.27,4.35,105.0,106/1
106年08月08日,17.92,3.27,4.36,105.0,106/1
106年08月09日,17.72,3.3,4.31,105.0,106/1
106年08月10日,17.65,3.31,4.29,105.0,106/1
106年08月11日,18.56,3.37,4.65,105.0,106/2
106年08月14日,18.61,3.36,4.66,105.0,106/2
106年08月15日,18.51,3.38,4.63,105.0,106/2
106年08月16日,17.94,3.49,4.49,105.0,106/2
106年08月17日,18.07,3.46,4.52,105.0,106/2
106年08月18日,17.78,3.52,4.45,105.0,106/2
106年08月21日,17.78,3.52,4.45,105.0,106/2
106年08月22日,18.14,3.45,4.54,105.0,106/2
106年08月23日,17.88,3.5,4.48,105.0,106/2
106年08月24日,18.43,3.39,4.61,105.0,106/2
106年08月25日,18.4,3.4,4.61,105.0,106/2
106年08月28日,18.51,3.38,4.63,105.0,106/2
106年08月29日,18.38,3.4,4.6,105.0,106/2
106年08月30日,18.51,3.38,4.63,105.0,106/2
106年08月31日,18.53,3.38,4.64,105.0,106/2
106年09月01日,18.4,3.4,4.61,105.0,106/2
106年09月04日,18.46,3.39,4.62,105.0,106/2
106年09月05日,18.4,3.4,4.61,105.0,106/2
106年09月06日,18.35,3.41,4.59,105.0,106/2
106年09月07日,18.17,3.44,4.55,105.0,106/2
106年09月08日,18.48,3.39,4.63,105.0,106/2
106年09月11日,18.51,3.38,4.63,105.0,106/2
106年09月12日,18.43,3.39,4.61,105.0,106/2
106年09月13日,18.25,3.43,4.57,105.0,106/2
106年09月14日,18.38,3.4,4.6,105.0,106/2
106年09月15日,18.4,3.4,4.61,105.0,106/2
106年09月18日,19.03,3.29,4.76,105.0,106/2
106年09月19日,19.08,3.28,4.78,105.0,106/2
106年09月20日,19.06,3.28,4.77,105.0,106/2
106年09月21日,19.08,3.28,4.78,105.0,106/2
106年09月22日,18.9,3.31,4.73,105.0,106/2
106年09月25日,18.9,3.31,4.73,105.0,106/2
106年09月26日,18.8,3.33,4.71,105.0,106/2
106年09月27日,18.8,3.33,4.71,105.0,106/2
106年09月28日,18.27,3.42,4.57,105.0,106/2
106年09月29日,18.22,3.43,4.56,105.0,106/2
106年09月30日,18.3,3.42,4.58,105.0,106/2
106年10月02日,18.53,3.38,4.64,105.0,106/2
106年10月03日,18.35,3.41,4.59,105.0,106/2
106年10月05日,18.64,3.36,4.67,105.0,106/2
106年10月06日,18.61,3.36,4.66,105.0,106/2
106年10月11日,18.67,3.35,4.67,105.0,106/2
106年10月12日,18.56,3.37,4.65,105.0,106/2
106年10月13日,18.33,3.41,4.59,105.0,106/2
106年10月16日,18.43,3.39,4.61,105.0,106/2
106年10月17日,18.27,3.42,4.57,105.0,106/2
106年10月18日,18.67,3.35,4.67,105.0,106/2
106年10月19日,18.38,3.4,4.6,105.0,106/2
106年10月20日,18.46,3.39,4.62,105.0,106/2
106年10月23日,18.46,3.39,4.62,105.0,106/2
106年10月24日,18.59,3.37,4.65,105.0,106/2
106年10月25日,18.51,3.38,4.63,105.0,106/2
106年10月26日,18.43,3.39,4.61,105.0,106/2
106年10月27日,18.38,3.4,4.6,105.0,106/2
106年10月30日,18.38,3.4,4.6,105.0,106/2
106年10月31日,18.25,3.43,4.57,105.0,106/2
106年11月01日,18.43,3.39,4.61,105.0,106/2
106年11月02日,18.46,3.39,4.62,105.0,106/2
106年11月03日,18.43,3.39,4.61,105.0,106/2
106年11月06日,18.2,3.44,4.55,105.0,106/2
106年11月07日,18.25,3.43,4.57,105.0,106/2
106年11月08日,18.27,3.42,4.57,105.0,106/2
106年11月09日,18.2,3.44,4.55,105.0,106/2
106年11月10日,18.27,3.42,4.57,105.0,106/2
106年11月13日,18.5,3.43,4.31,105.0,106/3
106年11月14日,18.48,3.44,4.3,105.0,106/3
106年11月15日,18.29,3.47,4.26,105.0,106/3
106年11月16日,18.18,3.49,4.24,105.0,106/3
106年11月17日,18.26,3.48,4.25,105.0,106/3
106年11月20日,18.1,3.51,4.22,105.0,106/3
106年11月21日,18.37,3.46,4.28,105.0,106/3
106年11月22日,18.58,3.42,4.33,105.0,106/3
106年11月23日,18.53,3.43,4.32,105.0,106/3
106年11月24日,18.45,3.44,4.3,105.0,106/3
106年11月27日,18.34,3.46,4.27,105.0,106/3
106年11月28日,18.26,3.48,4.25,105.0,106/3
106年11月29日,18.26,3.48,4.25,105.0,106/3
106年11月30日,18.37,3.46,4.28,105.0,106/3
106年12月01日,18.45,3.44,4.3,105.0,106/3
106年12月04日,18.5,3.43,4.31,105.0,106/3
106年12月05日,18.45,3.44,4.3,105.0,106/3
106年12月06日,18.05,3.52,4.21,105.0,106/3
106年12月07日,18.16,3.5,4.23,105.0,106/3
106年12月08日,18.08,3.51,4.21,105.0,106/3
106年12月11日,18.03,3.52,4.2,105.0,106/3
106年12月12日,17.95,3.54,4.18,105.0,106/3
106年12月13日,18.13,3.5,4.22,105.0,106/3
106年12月14日,18.24,3.48,4.25,105.0,106/3
106年12月15日,18.08,3.51,4.21,105.0,106/3
106年12月18日,18.05,3.52,4.21,105.0,106/3
106年12月19日,17.89,3.55,4.17,105.0,106/3
106年12月20日,18.08,3.51,4.21,105.0,106/3
106年12月21日,18.03,3.52,4.2,105.0,106/3
106年12月22日,18.29,3.47,4.26,105.0,106/3
106年12月25日,18.26,3.48,4.25,105.0,106/3
106年12月26日,18.21,3.49,4.24,105.0,106/3
106年12月27日,18.26,3.48,4.25,105.0,106/3
106年12月28日,18.53,3.43,4.32,105.0,106/3
106年12月29日,18.74,3.39,4.37,105.0,106/3
107年01月02日,19.0,3.34,4.43,105.0,106/3
107年01月03日,19.11,3.32,4.45,105.0,106/3
107年01月04日,18.71,3.39,4.36,105.0,106/3
107年01月05日,18.66,3.4,4.35,105.0,106/3
107年01月08日,18.95,3.35,4.41,105.0,106/3
107年01月09日,18.85,3.37,4.39,105.0,106/3
107年01月10日,18.79,3.38,4.38,105.0,106/3
107年01月11日,18.61,3.41,4.33,105.0,106/3
107年01月12日,18.63,3.41,4.34,105.0,106/3
107年01月15日,18.69,3.4,4.35,105.0,106/3
107年01月16日,19.06,3.33,4.44,105.0,106/3
107年01月17日,19.38,3.28,4.51,105.0,106/3
107年01月18日,19.48,3.26,4.54,105.0,106/3
107年01月19日,19.56,3.25,4.56,105.0,106/3
107年01月22日,19.48,3.26,4.54,105.0,106/3
107年01月23日,19.69,3.23,4.59,105.0,106/3
107年01月24日,19.4,3.27,4.52,105.0,106/3
107年01月25日,20.54,3.09,4.78,105.0,106/3
107年01月26日,20.38,3.12,4.75,105.0,106/3
107年01月29日,20.35,3.12,4.74,105.0,106/3
107年01月30日,19.75,3.22,4.6,105.0,106/3
107年01月31日,20.09,3.16,4.68,105.0,106/3
107年02月01日,19.72,3.22,4.59,105.0,106/3
107年02月02日,19.59,3.24,4.56,105.0,106/3
107年02月05日,19.75,3.22,4.6,105.0,106/3
107年02月06日,18.05,3.52,4.21,105.0,106/3
107年02月07日,17.87,3.56,4.16,105.0,106/3
107年02月08日,18.03,3.52,4.2,105.0,106/3
107年02月09日,17.58,3.61,4.09,105.0,106/3
107年02月12日,17.26,3.68,4.02,105.0,106/3
107年02月21日,17.84,3.56,4.16,105.0,106/3
107年02月22日,17.42,3.65,4.06,105.0,106/3
107年02月23日,17.79,3.57,4.14,105.0,106/3
107年02月26日,17.42,3.65,4.06,105.0,106/3
107年02月27日,17.23,3.69,4.01,105.0,106/3
107年03月01日,17.36,3.66,4.04,105.0,106/3
107年03月02日,17.23,3.69,4.01,105.0,106/3
107年03月05日,17.13,3.71,3.99,105.0,106/3
107年03月06日,17.34,3.66,4.04,105.0,106/3
107年03月07日,16.94,3.75,3.95,105.0,106/3
107年03月08日,16.6,3.83,3.87,105.0,106/3
107年03月09日,16.6,3.83,3.87,105.0,106/3
107年03月12日,16.73,3.8,3.9,105.0,106/3
107年03月13日,16.83,3.77,3.92,105.0,106/3
107年03月14日,16.78,3.79,3.91,105.0,106/3
107年03月15日,16.46,3.86,3.84,105.0,106/3
107年03月16日,16.01,3.97,3.73,105.0,106/3
107年03月19日,15.72,4.04,3.66,105.0,106/3
107年03月20日,15.8,4.02,3.68,105.0,106/3
107年03月21日,15.96,3.98,3.72,105.0,106/3
107年03月22日,15.64,4.06,3.64,105.0,106/3
107年03月23日,15.7,4.05,3.66,105.0,106/3
107年03月26日,15.59,4.07,3.63,105.0,106/3
107年03月27日,15.88,4.0,3.7,105.0,106/3
107年03月28日,16.01,4.05,3.47,106.0,106/4
107年03月29日,15.69,4.13,3.4,106.0,106/4
107年03月30日,15.9,4.07,3.45,106.0,106/4
107年03月31日,15.93,4.07,3.45,106.0,106/4
107年04月02日,15.74,4.12,3.41,106.0,106/4
107年04月03日,15.71,4.12,3.41,106.0,106/4
107年04月09日,15.96,4.06,3.46,106.0,106/4
107年04月10日,15.66,4.14,3.39,106.0,106/4
107年04月11日,16.01,4.05,3.47,106.0,106/4
107年04月12日,16.04,4.04,3.48,106.0,106/4
107年04月13日,15.93,4.07,3.45,106.0,106/4
107年04月16日,15.93,4.07,3.45,106.0,106/4
107年04月17日,15.96,4.06,3.46,106.0,106/4
107年04月18日,16.04,4.04,3.48,106.0,106/4
107年04月19日,15.9,4.07,3.45,106.0,106/4
107年04月20日,16.17,4.01,3.51,106.0,106/4
107年04月23日,16.04,4.04,3.48,106.0,106/4
107年04月24日,15.93,4.07,3.45,106.0,106/4
107年04月25日,15.77,4.11,3.42,106.0,106/4
107年04月26日,15.71,4.12,3.41,106.0,106/4
107年04月27日,15.69,4.13,3.4,106.0,106/4
107年04月30日,15.74,4.12,3.41,106.0,106/4
107年05月02日,15.82,4.1,3.43,106.0,106/4
107年05月03日,15.69,4.13,3.4,106.0,106/4
107年05月04日,15.39,4.21,3.34,106.0,106/4
107年05月07日,15.52,4.17,3.37,106.0,106/4
107年05月08日,15.5,4.18,3.36,106.0,106/4
107年05月09日,15.69,4.13,3.4,106.0,106/4
107年05月10日,15.52,4.17,3.37,106.0,106/4
107年05月11日,16.24,4.17,3.18,106.0,107/1
107年05月14日,16.27,4.16,3.18,106.0,107/1
107年05月15日,16.19,4.18,3.17,106.0,107/1
107年05月16日,16.16,4.19,3.16,106.0,107/1
107年05月17日,15.82,4.28,3.1,106.0,107/1
107年05月18日,15.85,4.27,3.1,106.0,107/1
107年05月21日,15.82,4.28,3.1,106.0,107/1
107年05月22日,15.93,4.25,3.12,106.0,107/1
107年05月23日,15.62,4.33,3.06,106.0,107/1
107年05月24日,15.68,4.32,3.07,106.0,107/1
107年05月25日,15.65,4.32,3.06,106.0,107/1
107年05月28日,15.54,4.36,3.04,106.0,107/1
107年05月29日,15.71,4.31,3.07,106.0,107/1
107年05月30日,15.14,4.47,2.96,106.0,107/1
107年05月31日,15.43,4.39,3.02,106.0,107/1
107年06月01日,15.12,4.48,2.96,106.0,107/1
107年06月04日,15.45,4.38,3.02,106.0,107/1
107年06月05日,15.93,4.25,3.12,106.0,107/1
107年06月06日,15.93,4.25,3.12,106.0,107/1
107年06月07日,16.13,4.2,3.16,106.0,107/1
107年06月08日,15.82,4.28,3.1,106.0,107/1
107年06月11日,16.1,4.2,3.15,106.0,107/1
107年06月12日,16.24,4.17,3.18,106.0,107/1
107年06月13日,16.3,4.15,3.19,106.0,107/1
107年06月14日,15.82,4.28,3.1,106.0,107/1
107年06月15日,16.22,4.17,3.17,106.0,107/1
107年06月19日,15.68,4.32,3.07,106.0,107/1
107年06月20日,15.99,4.23,3.13,106.0,107/1
107年06月21日,15.68,4.32,3.07,106.0,107/1
107年06月22日,15.62,4.33,3.06,106.0,107/1
107年06月25日,15.26,4.44,2.99,106.0,107/1
107年06月26日,15.23,4.44,2.98,106.0,107/1
107年06月27日,15.06,4.49,2.95,106.0,107/1
107年06月28日,15.06,4.49,2.95,106.0,107/1
107年06月29日,15.14,4.47,2.96,106.0,107/1
107年07月02日,14.97,4.52,2.93,106.0,107/1
107年07月03日,14.69,4.61,2.87,106.0,107/1
107年07月04日,14.78,4.58,2.89,106.0,107/1
107年07月05日,14.66,4.62,2.87,106.0,107/1
107年07月06日,14.72,4.6,2.88,106.0,107/1
107年07月09日,14.69,4.61,2.87,106.0,107/1
107年07月10日,14.86,4.55,2.91,106.0,107/1
107年07月11日,14.83,4.56,2.9,106.0,107/1
107年07月12日,15.12,4.48,2.96,106.0,107/1
107年07月13日,15.62,4.33,3.06,106.0,107/1
107年07月16日,15.4,4.4,3.01,106.0,107/1
107年07月17日,14.89,4.55,2.91,106.0,107/1
107年07月18日,15.23,4.44,2.98,106.0,107/1
107年07月19日,15.0,4.51,2.94,106.0,107/1
107年07月20日,15.0,4.51,2.94,106.0,107/1
107年07月23日,15.03,4.5,2.94,106.0,107/1
107年07月24日,15.03,4.5,2.94,106.0,107/1
107年07月25日,14.86,4.55,2.91,106.0,107/1
107年07月26日,14.97,4.52,2.93,106.0,107/1
107年07月27日,15.0,4.51,2.94,106.0,107/1
107年07月30日,15.12,4.48,2.96,106.0,107/1
107年07月31日,15.0,4.51,2.94,106.0,107/1
107年08月01日,15.12,4.48,2.96,106.0,107/1
107年08月02日,15.12,4.48,2.96,106.0,107/1
107年08月03日,15.03,4.5,2.94,106.0,107/1
107年08月06日,15.09,4.49,2.95,106.0,107/1
107年08月07日,14.83,4.56,2.9,106.0,107/1
107年08月08日,15.06,4.49,2.95,106.0,107/1
107年08月09日,14.97,4.52,2.93,106.0,107/1
107年08月10日,14.4,4.55,3.17,106.0,107/2
107年08月13日,14.18,4.62,3.13,106.0,107/2
107年08月14日,14.18,4.62,3.13,106.0,107/2
107年08月15日,13.97,4.69,3.08,106.0,107/2
107年08月16日,13.88,4.72,3.06,106.0,107/2
107年08月17日,13.78,4.75,3.04,106.0,107/2
107年08月20日,13.78,4.75,3.04,106.0,107/2
107年08月21日,14.21,4.61,3.13,106.0,107/2
107年08月22日,14.08,4.65,3.1,106.0,107/2
107年08月23日,14.35,4.56,3.16,106.0,107/2
107年08月24日,14.29,4.58,3.15,106.0,107/2
107年08月27日,14.38,4.55,3.17,106.0,107/2
107年08月28日,14.46,4.53,3.19,106.0,107/2
107年08月29日,14.54,4.5,3.2,106.0,107/2
107年08月30日,14.48,4.52,3.19,106.0,107/2
107年08月31日,14.51,4.51,3.2,106.0,107/2
107年09月03日,14.35,4.56,3.16,106.0,107/2
107年09月04日,14.46,4.53,3.19,106.0,107/2
107年09月05日,14.08,4.65,3.1,106.0,107/2
107年09月06日,13.97,4.69,3.08,106.0,107/2
107年09月07日,13.83,4.73,3.05,106.0,107/2
107年09月10日,13.97,4.69,3.08,106.0,107/2
107年09月11日,14.05,4.66,3.1,106.0,107/2
107年09月12日,13.86,4.72,3.05,106.0,107/2
107年09月13日,13.97,4.69,3.08,106.0,107/2
107年09月14日,14.32,4.57,3.16,106.0,107/2
107年09月17日,14.02,4.67,3.09,106.0,107/2
107年09月18日,14.05,4.66,3.1,106.0,107/2
107年09月19日,14.43,4.54,3.18,106.0,107/2
107年09月20日,14.18,4.62,3.13,106.0,107/2
107年09月21日,14.21,4.61,3.13,106.0,107/2
107年09月25日,14.21,4.61,3.13,106.0,107/2
107年09月26日,13.97,4.69,3.08,106.0,107/2
107年09月27日,14.29,4.58,3.15,106.0,107/2
107年09月28日,14.27,4.59,3.14,106.0,107/2
107年10月01日,14.32,4.57,3.16,106.0,107/2
107年10月02日,14.08,4.65,3.1,106.0,107/2
107年10月03日,14.16,4.62,3.12,106.0,107/2
107年10月04日,13.91,4.71,3.07,106.0,107/2
107年10月05日,13.83,4.73,3.05,106.0,107/2
107年10月08日,13.75,4.76,3.03,106.0,107/2
107年10月09日,13.78,4.75,3.04,106.0,107/2
107年10月11日,12.47,5.25,2.75,106.0,107/2
107年10月12日,12.82,5.11,2.83,106.0,107/2
107年10月15日,12.55,5.22,2.77,106.0,107/2
107年10月16日,12.38,5.29,2.73,106.0,107/2
107年10月17日,12.11,5.41,2.67,106.0,107/2
107年10月18日,11.84,5.53,2.61,106.0,107/2
107年10月19日,11.27,5.81,2.48,106.0,107/2
107年10月22日,11.48,5.7,2.53,106.0,107/2
107年10月23日,11.35,5.77,2.5,106.0,107/2
107年10月24日,11.27,5.81,2.48,106.0,107/2
107年10月25日,11.18,5.85,2.46,106.0,107/2
107年10月26日,10.99,5.96,2.42,106.0,107/2
107年10月29日,11.27,5.81,2.48,106.0,107/2
107年10月30日,11.35,5.77,2.5,106.0,107/2
107年10月31日,11.65,5.62,2.57,106.0,107/2
107年11月01日,11.43,5.73,2.52,106.0,107/2
107年11月02日,11.73,5.58,2.58,106.0,107/2
107年11月05日,11.67,5.61,2.57,106.0,107/2
107年11月06日,11.59,5.65,2.55,106.0,107/2
107年11月07日,11.76,5.57,2.59,106.0,107/2
107年11月08日,11.95,5.48,2.63,106.0,107/2
107年11月09日,11.87,5.52,2.61,106.0,107/2
107年11月12日,11.87,5.52,2.5,106.0,107/3
107年11月13日,11.6,5.65,2.44,106.0,107/3
107年11月14日,11.84,5.53,2.49,106.0,107/3
107年11月15日,11.98,5.47,2.52,106.0,107/3
107年11月16日,12.06,5.43,2.54,106.0,107/3
107年11月19日,12.61,5.19,2.65,106.0,107/3
107年11月20日,12.42,5.27,2.61,106.0,107/3
107年11月21日,12.47,5.25,2.62,106.0,107/3
107年11月22日,12.42,5.27,2.61,106.0,107/3
107年11月23日,12.25,5.35,2.58,106.0,107/3
107年11月26日,12.39,5.29,2.61,106.0,107/3
107年11月27日,12.47,5.25,2.62,106.0,107/3
107年11月28日,12.77,5.13,2.69,106.0,107/3
107年11月29日,12.64,5.18,2.66,106.0,107/3
107年11月30日,12.94,5.06,2.72,106.0,107/3
107年12月03日,13.1,5.0,2.76,106.0,107/3
107年12月04日,13.48,4.86,2.84,106.0,107/3
107年12月05日,13.4,4.89,2.82,106.0,107/3
107年12月06日,13.16,4.98,2.77,106.0,107/3
107年12月07日,13.21,4.96,2.78,106.0,107/3
107年12月10日,13.02,5.03,2.74,106.0,107/3
107年12月11日,13.1,5.0,2.76,106.0,107/3
107年12月12日,13.51,4.85,2.84,106.0,107/3
107年12月13日,13.81,4.74,2.9,106.0,107/3
107年12月14日,13.73,4.77,2.89,106.0,107/3
107年12月17日,13.7,4.78,2.88,106.0,107/3
107年12月18日,13.86,4.72,2.92,106.0,107/3
107年12月19日,14.11,4.64,2.97,106.0,107/3
107年12月20日,13.81,4.74,2.9,106.0,107/3
107年12月21日,14.0,4.68,2.94,106.0,107/3
107年12月22日,14.03,4.67,2.95,106.0,107/3
107年12月24日,13.78,4.75,2.9,106.0,107/3
107年12月25日,13.46,4.87,2.83,106.0,107/3
107年12月26日,13.4,4.89,2.82,106.0,107/3
107年12月27日,13.65,4.8,2.87,106.0,107/3
107年12月28日,13.95,4.7,2.93,106.0,107/3
108年01月02日,13.48,4.86,2.84,106.0,107/3
108年01月03日,13.7,4.78,2.88,106.0,107/3
108年01月04日,13.65,4.8,2.87,106.0,107/3
108年01月07日,14.03,4.67,2.95,106.0,107/3
108年01月08日,13.86,4.72,2.92,106.0,107/3
108年01月09日,14.19,4.62,2.99,106.0,107/3
108年01月10日,14.19,4.62,2.99,106.0,107/3
108年01月11日,14.11,4.64,2.97,106.0,107/3
108年01月14日,14.16,4.62,2.98,106.0,107/3
108年01月15日,14.3,4.58,3.01,106.0,107/3
108年01月16日,14.14,4.63,2.97,106.0,107/3
108年01月17日,14.22,4.61,2.99,106.0,107/3
108年01月18日,14.55,4.5,3.06,106.0,107/3
108年01月21日,15.34,4.27,3.23,106.0,107/3
108年01月22日,15.64,4.19,3.29,106.0,107/3
108年01月23日,15.37,4.26,3.23,106.0,107/3
108年01月24日,15.47,4.23,3.25,106.0,107/3
108年01月25日,15.83,4.14,3.33,106.0,107/3
108年01月28日,15.94,4.11,3.35,106.0,107/3
108年01月29日,15.83,4.14,3.33,106.0,107/3
108年01月30日,15.99,4.1,3.36,106.0,107/3
108年02月11日,15.99,4.1,3.36,106.0,107/3
108年02月12日,15.97,4.1,3.36,106.0,107/3
108年02月13日,15.64,4.19,3.29,106.0,107/3
108年02月14日,15.64,4.19,3.29,106.0,107/3
108年02月15日,15.83,4.14,3.33,106.0,107/3
108年02月18日,15.34,4.27,3.23,106.0,107/3
108年02月19日,15.04,4.36,3.16,106.0,107/3
108年02月20日,15.75,4.16,3.31,106.0,107/3
108年02月21日,16.38,4.0,3.44,106.0,107/3
108年02月22日,17.19,3.81,3.62,106.0,107/3
108年02月25日,18.01,3.64,3.79,106.0,107/3
108年02月26日,17.96,3.65,3.78,106.0,107/3
108年02月27日,18.26,3.59,3.84,106.0,107/3
108年03月04日,18.01,3.64,3.79,106.0,107/3
108年03月05日,17.66,3.71,3.71,106.0,107/3
108年03月06日,18.15,3.61,3.82,106.0,107/3
108年03月07日,18.15,3.61,3.82,106.0,107/3
108年03月08日,18.48,3.55,3.89,106.0,107/3
108年03月11日,19.08,3.43,4.01,106.0,107/3
108年03月12日,19.1,3.43,4.02,106.0,107/3
108年03月13日,18.72,3.5,3.94,106.0,107/3
